ra,iaa_autoavaliacao,ida_desempenho_academico,ieg_engajamento_atividades,ipp_psicopedagogicos,ian_adequacao_nivel,ips_aspectos_psicossociais,ipv_ponto_virada,inde_indice_desen_educacional,requer_psicologia,atingiu_pv,defasagem,ano_arquivo,risco
RA-624,9.0,8.6,9.2,8.91,5.0,7.52,8.39,7.43,,,,2023,1
RA-624,8.0,4.0,8.22,7.92,10.0,7.51,7.21,7.42,,,,2024,0
RA-625,8.0,7.8,9.2,,5.0,7.5,7.33,7.48,Não atendido,Não,-1.0,2022,0
RA-626,7.4,1.3,7.6,,5.0,7.5,7.28,5.82,Não atendido,Não,-1.0,2022,0
RA-626,9.0,6.5,9.2,7.29,5.0,4.39,7.61,5.82,,,,2023,1
RA-626,9.59,5.33,3.38,7.29,10.0,6.89,6.44,5.82,,,,2024,0
RA-627,7.0,6.5,6.7,,5.0,7.5,7.0,6.62,Não atendido,Não,-1.0,2022,0
RA-628,9.5,9.2,7.6,,5.0,7.5,7.33,7.58,Não atendido,Não,-1.0,2022,0
RA-628,9.5,9.4,8.9,8.28,5.0,7.52,8.45,7.58,,,,2023,1
RA-628,9.0,9.0,10.0,7.19,5.0,7.51,7.83,7.58,,,,2024,0
RA-629,9.0,7.0,10.0,,10.0,7.5,7.28,8.11,Não atendido,Não,0.0,2022,0
RA-629,10.0,7.5,9.4,7.92,5.0,7.52,7.95,8.11,,,,2023,1
RA-629,10.0,6.0,9.52,7.5,10.0,7.51,7.28,8.11,,,,2024,0
RA-63,8.3,8.7,9.1,,5.0,8.8,9.42,8.28,Sem limitações,Sim,-1.0,2022,0
RA-63,6.7,8.7,9.0,8.75,5.0,6.89,8.97,8.28,,,,2023,0
RA-630,9.5,7.3,9.2,,10.0,7.5,7.28,8.06,Não atendido,Não,0.0,2022,1
RA-630,9.0,5.7,8.6,8.28,5.0,3.77,8.67,8.06,,,,2023,0
RA-630,0.0,5.75,8.48,7.5,10.0,7.51,7.67,8.06,,,,2024,0
RA-631,8.5,7.0,6.8,,5.0,7.5,7.22,6.93,Não atendido,Não,-2.0,2022,0
RA-631,0.0,7.0,6.4,7.92,5.0,6.27,6.78,6.93,,,,2023,1
RA-631,8.33,4.17,7.21,5.63,10.0,8.75,6.25,6.93,,,,2024,0
RA-632,8.5,6.3,9.3,,5.0,6.9,6.72,7.0,Sem limitações,Não,-1.0,2022,0
RA-632,4.7,7.4,9.1,8.33,10.0,5.64,8.56,7.0,,,,2023,1
RA-632,7.92,4.17,9.0,8.28,10.0,6.88,7.88,7.0,,,,2024,0
RA-633,7.3,7.7,8.9,,5.0,7.5,7.83,7.48,Não atendido,Não,-1.0,2022,1
RA-633,1.7,7.2,8.1,8.54,5.0,6.27,7.29,7.48,,,,2023,1
RA-633,4.58,3.33,4.71,6.88,10.0,2.51,6.12,7.48,,,,2024,0
RA-634,9.5,6.5,9.4,,5.0,7.5,8.22,7.62,Não atendido,Não,-1.0,2022,0
RA-635,10.0,1.5,4.9,,5.0,6.9,6.44,5.31,Requer avaliação,Não,-1.0,2022,0
RA-636,8.5,7.3,8.0,,5.0,6.9,7.39,7.19,Requer avaliação,Não,-1.0,2022,0
RA-636,0.0,9.0,8.3,8.33,5.0,5.64,7.45,7.19,,,,2023,1
RA-636,8.0,5.25,4.9,6.88,10.0,7.51,5.55,7.19,,,,2024,0
RA-637,8.5,5.8,9.0,,5.0,7.5,7.0,7.04,Não atendido,Não,-1.0,2022,0
RA-637,8.0,8.5,9.5,8.33,5.0,7.52,8.17,7.04,,,,2023,1
RA-637,7.5,7.75,6.23,8.33,10.0,7.51,7.78,7.04,,,,2024,0
RA-638,8.5,3.9,9.3,,10.0,7.5,6.28,7.06,Não atendido,Não,0.0,2022,0
RA-638,9.0,6.5,9.4,8.33,5.0,7.52,7.95,7.06,,,,2023,1
RA-638,8.5,5.0,5.73,8.13,10.0,7.51,5.94,7.06,,,,2024,0
RA-639,8.5,5.5,7.4,,5.0,7.5,6.61,6.61,Não atendido,Não,-1.0,2022,0
RA-639,7.4,6.3,8.1,8.13,10.0,6.27,7.62,6.61,,,,2023,1
RA-639,7.92,3.83,5.28,6.72,10.0,2.51,6.16,6.61,,,,2024,0
RA-64,7.1,7.5,8.1,,5.0,8.1,8.25,7.37,Sem limitações,Não,-1.0,2022,1
RA-64,7.5,6.7,9.2,7.34,5.0,6.89,7.96,7.37,,,,2023,0
RA-64,10.0,8.17,8.98,8.44,10.0,8.14,8.28,7.37,,,,2024,0
RA-640,9.0,4.8,8.4,,5.0,7.5,6.78,6.73,Não atendido,Não,-1.0,2022,0
RA-640,0.0,4.9,7.3,7.29,5.0,7.52,8.45,6.73,,,,2023,0
RA-641,9.0,6.5,9.3,,10.0,7.5,6.78,7.78,Não atendido,Não,0.0,2022,0
RA-642,10.0,7.3,9.7,,5.0,6.9,7.78,7.75,Sem limitações,Não,-1.0,2022,1
RA-642,9.5,6.5,9.2,8.75,10.0,6.27,9.17,7.75,,,,2023,1
RA-642,9.59,4.0,9.15,7.19,10.0,3.76,7.0,7.75,,,,2024,0
RA-643,9.0,6.2,8.0,,5.0,7.5,6.72,6.76,Não atendido,Não,-1.0,2022,0
RA-643,9.5,7.1,8.2,6.04,5.0,7.52,7.61,6.76,,,,2023,1
RA-643,9.0,4.5,6.87,8.13,5.0,7.51,5.83,6.76,,,,2024,0
RA-644,9.5,8.8,8.0,,5.0,7.5,8.28,7.83,Não atendido,Não,-1.0,2022,1
RA-644,10.0,5.9,5.6,8.54,5.0,7.52,7.5,7.83,,,,2023,0
RA-645,8.5,2.0,8.1,,5.0,7.5,6.83,6.09,Requer avaliação,Não,-1.0,2022,0
RA-645,9.0,7.3,8.5,8.13,5.0,6.27,8.12,6.09,,,,2023,1
RA-645,7.42,5.25,8.39,7.71,10.0,7.51,7.56,6.09,,,,2024,0
RA-646,8.5,8.4,9.8,,5.0,8.1,8.39,8.18,Não atendido,Sim,-2.0,2022,0
RA-646,10.0,8.4,8.9,8.96,5.0,7.52,8.78,8.18,,,,2023,1
RA-646,10.0,6.17,9.27,8.28,5.0,7.51,7.75,8.18,,,,2024,0
RA-647,9.5,3.3,8.6,,5.0,7.5,7.28,6.61,Não atendido,Não,-1.0,2022,0
RA-647,7.3,5.2,8.7,7.71,5.0,6.27,8.45,6.61,,,,2023,0
RA-648,9.0,5.3,7.5,,5.0,6.9,7.5,6.74,Sem limitações,Não,-2.0,2022,0
RA-649,8.5,7.4,8.9,,5.0,5.6,7.61,7.3,Requer avaliação,Não,-2.0,2022,1
RA-649,9.0,6.5,9.3,8.75,5.0,3.77,8.84,7.3,,,,2023,1
RA-649,8.75,3.67,6.0,8.33,10.0,8.76,7.33,7.3,,,,2024,0
RA-65,8.3,9.3,7.7,,5.0,7.5,7.88,7.71,Não atendido,Não,-2.0,2022,0
RA-650,6.9,6.9,8.7,,5.0,5.6,7.5,7.0,Sem limitações,Não,-1.0,2022,0
RA-651,8.5,7.8,9.3,,5.0,7.5,8.33,7.87,Não atendido,Não,-1.0,2022,0
RA-651,0.0,9.3,8.2,8.75,10.0,3.77,7.95,7.87,,,,2023,1
RA-651,9.17,7.5,10.0,8.54,10.0,7.51,8.34,7.87,,,,2024,0
RA-652,8.0,7.8,9.6,,10.0,7.5,7.5,8.15,Não atendido,Não,0.0,2022,1
RA-652,9.0,7.0,9.4,8.13,5.0,6.89,8.45,8.15,,,,2023,1
RA-652,8.0,5.5,6.93,7.92,10.0,7.51,7.66,8.15,,,,2024,0
RA-653,9.5,9.3,9.6,,5.0,7.5,7.5,8.1,Não atendido,Não,-1.0,2022,1
RA-653,0.0,7.9,9.8,9.17,5.0,6.27,9.06,8.1,,,,2023,1
RA-653,8.75,5.17,9.54,8.33,10.0,8.76,7.89,8.1,,,,2024,0
RA-654,8.5,6.8,8.6,,5.0,7.5,7.56,7.31,Não atendido,Não,-2.0,2022,0
RA-655,7.5,8.3,9.2,,5.0,7.5,8.39,7.79,Não atendido,Sim,-2.0,2022,0
RA-655,7.4,8.3,9.9,9.17,5.0,7.52,8.9,7.79,,,,2023,1
RA-655,7.5,6.83,10.0,8.13,10.0,8.76,7.17,7.79,,,,2024,0
RA-656,7.4,6.3,7.5,,5.0,5.6,7.5,6.65,Requer avaliação,Não,-1.0,2022,0
RA-656,0.0,7.3,8.9,8.54,5.0,7.52,7.17,6.65,,,,2023,1
RA-656,9.17,4.17,5.98,7.5,10.0,7.51,6.11,6.65,,,,2024,0
RA-657,9.5,9.0,9.8,,5.0,7.5,7.5,8.09,Não atendido,Não,-2.0,2022,1
RA-657,8.5,8.2,10.0,8.75,5.0,7.52,8.73,8.09,,,,2023,1
RA-657,8.75,7.5,9.6,8.13,10.0,6.89,7.06,8.09,,,,2024,0
RA-658,10.0,5.6,9.3,,5.0,7.5,7.92,7.41,Não atendido,Não,-1.0,2022,0
RA-658,9.5,6.1,9.5,7.92,10.0,7.52,9.17,7.41,,,,2023,1
RA-658,8.75,3.67,10.0,7.38,10.0,8.14,6.74,7.41,,,,2024,0
RA-659,8.0,9.3,7.8,,5.0,7.5,8.33,7.78,Não atendido,Não,-1.0,2022,0
RA-66,7.5,4.5,5.6,,5.0,7.5,5.92,5.67,Não atendido,Não,-2.0,2022,0
RA-660,9.5,6.9,9.0,,10.0,7.5,9.08,8.36,Não atendido,Sim,0.0,2022,0
RA-661,9.0,7.8,8.3,,5.0,7.5,7.92,7.59,Não atendido,Não,-1.0,2022,1
RA-661,0.0,6.5,7.7,7.5,10.0,6.89,7.84,7.59,,,,2023,0
RA-662,9.0,6.8,8.8,,5.0,7.5,6.08,7.04,Não atendido,Não,-1.0,2022,1
RA-662,6.8,6.7,7.6,7.29,5.0,6.27,6.72,7.04,,,,2023,1
RA-662,7.92,4.17,7.61,7.63,10.0,7.51,7.23,7.04,,,,2024,0
RA-663,6.9,5.8,8.7,,5.0,7.5,5.25,6.38,Não atendido,Não,-1.0,2022,0
RA-663,6.9,7.0,7.4,6.67,5.0,7.52,7.39,6.38,,,,2023,1
RA-663,8.5,6.5,7.09,6.88,5.0,5.63,6.89,6.38,,,,2024,0
RA-664,9.5,6.3,8.8,,5.0,7.5,7.17,7.28,Não atendido,Não,-1.0,2022,0
RA-664,9.0,8.0,9.6,7.92,5.0,7.52,8.12,7.28,,,,2023,1
RA-664,9.0,5.75,6.77,8.13,10.0,7.51,7.67,7.28,,,,2024,0
RA-665,9.0,6.8,7.4,,5.0,7.5,7.25,7.0,Não atendido,Não,-1.0,2022,1
RA-665,9.5,5.2,4.9,8.28,5.0,2.52,8.23,7.0,,,,2023,1
RA-665,8.33,4.75,5.07,7.5,5.0,5.63,5.44,7.0,,,,2024,0
RA-666,9.5,7.8,9.1,,5.0,7.5,8.83,7.93,Não atendido,Sim,-1.0,2022,1
RA-666,9.5,7.1,9.1,8.54,10.0,7.52,9.62,7.93,,,,2023,0
RA-666,10.0,7.17,7.88,7.5,10.0,7.51,8.38,7.93,,,,2024,0
RA-667,8.5,4.5,5.6,,5.0,7.5,5.83,5.84,Não atendido,Não,-1.0,2022,0
RA-667,9.0,5.2,6.9,7.08,5.0,6.89,7.84,5.84,,,,2023,1
RA-667,9.17,4.67,7.04,7.75,10.0,7.51,6.97,5.84,,,,2024,0
RA-668,6.9,2.8,3.3,,5.0,7.5,3.75,4.37,Não atendido,Não,-1.0,2022,0
RA-668,6.3,3.4,6.3,6.88,5.0,7.52,7.62,4.37,,,,2023,0
RA-669,9.0,6.0,9.7,,5.0,7.5,7.83,7.48,Não atendido,Não,-1.0,2022,1
RA-669,8.5,5.0,7.8,7.71,10.0,7.52,7.06,7.48,,,,2023,0
RA-669,7.5,5.33,4.85,7.29,10.0,7.51,6.88,7.48,,,,2024,0
RA-67,5.8,3.6,3.0,,5.0,7.5,6.89,5.2,Não atendido,Não,-1.0,2022,0
RA-670,8.0,6.9,8.8,,5.0,7.5,8.17,7.45,Não atendido,Não,-1.0,2022,0
RA-670,9.5,7.0,8.7,8.96,10.0,7.52,9.34,7.45,,,,2023,0
RA-670,9.59,8.67,9.44,8.96,10.0,7.51,8.17,7.45,,,,2024,0
RA-671,8.5,8.8,8.2,,5.0,8.1,7.42,7.62,Sem limitações,Não,-1.0,2022,1
RA-671,7.9,7.8,8.3,5.63,5.0,3.14,5.68,7.62,,,,2023,0
RA-672,8.5,8.8,8.5,,5.0,8.1,6.75,7.48,Não atendido,Não,-1.0,2022,1
RA-672,7.9,6.4,9.5,5.63,5.0,2.52,6.43,7.48,,,,2023,1
RA-672,7.92,0.0,3.95,6.04,5.0,6.26,4.5,7.48,,,,2024,0
RA-673,8.5,9.2,9.2,,10.0,8.1,8.58,8.65,Não atendido,Sim,0.0,2022,0
RA-674,9.5,8.0,8.7,,10.0,8.1,6.33,7.86,Sem limitações,Não,0.0,2022,1
RA-674,7.9,5.2,8.5,5.0,5.0,3.77,8.67,7.86,,,,2023,0
RA-675,10.0,7.4,6.6,,10.0,8.1,7.08,7.58,Não atendido,Não,0.0,2022,0
RA-675,10.0,8.3,8.0,6.88,10.0,7.52,8.34,7.58,,,,2023,0
RA-676,8.5,9.3,8.6,,5.0,8.1,8.17,7.91,Não atendido,Não,-1.0,2022,0
RA-677,10.0,7.3,9.4,,10.0,7.5,8.58,8.36,Não atendido,Sim,0.0,2022,0
RA-677,10.0,8.7,8.2,6.88,5.0,10.0,9.84,8.36,,,,2023,0
RA-678,9.0,7.3,10.0,,5.0,6.9,9.5,8.0,Sem limitações,Sim,-1.0,2022,0
RA-678,8.0,7.3,8.8,7.66,5.0,6.27,8.34,8.0,,,,2023,0
RA-679,9.0,6.3,8.2,,5.0,7.5,7.83,7.17,Sem limitações,Não,-2.0,2022,1
RA-679,7.5,3.6,7.5,6.88,5.0,5.02,7.39,7.17,,,,2023,0
RA-68,8.3,4.0,6.0,,5.0,7.5,7.94,6.44,Não atendido,Não,-1.0,2022,0
RA-680,9.5,7.4,8.8,,5.0,7.5,7.75,7.52,Não atendido,Não,-2.0,2022,1
RA-680,0.0,6.4,9.1,6.88,5.0,7.52,7.78,7.52,,,,2023,1
RA-680,0.0,3.0,6.64,6.67,5.0,5.64,6.61,7.52,,,,2024,0
RA-681,8.5,6.5,8.5,,5.0,6.9,8.0,7.2,Requer avaliação,Não,-2.0,2022,0
RA-681,0.0,8.3,7.8,5.63,5.0,3.77,8.18,7.2,,,,2023,1
RA-681,9.5,2.5,7.84,5.63,5.0,6.26,6.67,7.2,,,,2024,0
RA-682,9.5,7.0,9.1,,5.0,7.5,8.08,7.63,Não atendido,Não,-2.0,2022,0
RA-683,7.9,4.0,5.0,,5.0,7.5,8.08,6.01,Não atendido,Não,-2.0,2022,0
RA-684,9.5,9.3,7.5,,10.0,8.1,7.92,8.26,Não atendido,Não,0.0,2022,1
RA-684,9.0,6.5,8.1,6.88,10.0,7.52,5.84,8.26,,,,2023,1
RA-684,10.0,4.25,9.09,7.5,10.0,7.51,8.0,8.26,,,,2024,0
RA-685,9.0,8.0,6.2,,5.0,5.0,7.83,6.86,Não indicado,Não,-1.0,2022,0
RA-686,7.5,8.8,8.6,,5.0,8.1,8.08,7.73,Sem limitações,Não,-1.0,2022,1
RA-686,8.5,8.0,9.0,7.5,5.0,7.52,8.56,7.73,,,,2023,1
RA-686,8.0,7.25,8.79,8.44,10.0,6.89,7.5,7.73,,,,2024,0
RA-687,8.5,8.3,9.0,,5.0,8.1,8.0,7.7,Sem limitações,Não,-1.0,2022,1
RA-687,8.0,6.9,9.0,7.5,5.0,7.52,8.23,7.7,,,,2023,0
RA-687,7.5,7.25,9.24,8.75,10.0,7.51,8.0,7.7,,,,2024,0
RA-688,8.5,7.9,9.7,,5.0,7.5,7.92,7.77,Sem limitações,Não,-1.0,2022,0
RA-688,8.5,8.6,9.3,7.5,5.0,7.52,8.06,7.77,,,,2023,1
RA-688,9.5,7.5,10.0,8.33,10.0,8.13,9.45,7.77,,,,2024,0
RA-689,7.4,5.8,7.9,,5.0,5.6,6.67,6.43,Requer avaliação,Não,-1.0,2022,0
RA-69,8.3,2.5,6.1,,5.0,7.5,6.17,5.72,Sem limitações,Não,-1.0,2022,0
RA-690,9.5,7.0,9.5,,5.0,7.5,7.42,7.54,Requer avaliação,Não,-1.0,2022,0
RA-690,9.0,9.1,9.8,7.5,5.0,6.89,10.01,7.54,,,,2023,1
RA-690,7.92,6.25,8.41,8.44,5.0,7.51,7.84,7.54,,,,2024,0
RA-691,10.0,9.4,9.2,,10.0,8.1,7.92,8.68,Sem limitações,Não,0.0,2022,0
RA-692,9.5,6.9,8.9,,5.0,8.1,7.92,7.57,Sem limitações,Não,-1.0,2022,1
RA-692,7.4,4.6,7.7,6.67,5.0,7.52,7.39,7.57,,,,2023,0
RA-693,9.5,5.7,9.8,,10.0,8.1,7.67,7.94,Sem limitações,Não,0.0,2022,0
RA-693,10.0,8.5,9.4,7.5,10.0,6.89,10.01,7.94,,,,2023,1
RA-693,10.0,8.0,9.52,7.81,10.0,9.38,8.42,7.94,,,,2024,0
RA-694,10.0,8.1,9.0,,10.0,8.1,7.92,8.38,Sem limitações,Não,0.0,2022,0
RA-695,9.0,2.5,3.1,,10.0,7.5,2.5,4.28,Sem limitações,Não,0.0,2022,0
RA-696,8.5,6.6,9.0,,5.0,7.5,8.17,7.44,Sem limitações,Não,-1.0,2022,0
RA-696,0.0,6.7,9.4,7.5,10.0,5.02,8.5,7.44,,,,2023,1
RA-696,7.42,5.25,7.85,7.71,10.0,7.51,8.0,7.44,,,,2024,0
RA-697,7.0,8.4,9.3,,5.0,7.5,8.08,7.68,Sem limitações,Não,-2.0,2022,0
RA-698,9.0,8.1,9.8,,5.0,2.5,8.08,7.44,Requer avaliação,Não,-1.0,2022,1
RA-698,8.5,5.7,9.9,7.19,10.0,2.52,8.11,7.44,,,,2023,1
RA-698,9.0,4.5,8.32,7.29,10.0,6.88,7.27,7.44,,,,2024,0
RA-699,5.2,7.1,9.2,,5.0,7.5,6.0,6.66,Sem limitações,Não,-1.0,2022,1
RA-699,8.5,6.0,8.3,5.78,5.0,3.77,6.17,6.66,,,,2023,0
RA-699,6.33,6.5,7.73,6.56,5.0,6.26,5.83,6.66,,,,2024,0
RA-7,0.0,7.6,8.4,,5.0,7.5,7.67,6.82,Sem limitações,Não,-1.0,2022,0
RA-7,,,,,10.0,,,6.82,,,,2023,0
RA-7,,,0.0,,10.0,,,6.82,,,,2024,0
RA-70,8.8,2.9,6.6,,5.0,5.0,6.11,5.71,Sem limitações,Não,-1.0,2022,0
RA-70,9.2,4.3,9.2,7.5,5.0,5.0,7.55,5.71,,,,2023,0
RA-700,9.0,9.2,8.7,,5.0,7.5,7.08,7.74,Não atendido,Não,-1.0,2022,1
RA-700,9.5,7.8,9.7,6.25,5.0,7.52,9.84,7.74,,,,2023,1
RA-700,8.5,5.25,9.56,7.29,5.0,5.64,7.0,7.74,,,,2024,0
RA-701,9.0,8.7,9.3,,5.0,7.5,7.42,7.76,Não indicado,Não,-2.0,2022,1
RA-701,9.5,7.2,9.9,6.25,5.0,3.77,7.68,7.76,,,,2023,0
RA-702,10.0,6.8,8.6,,10.0,5.0,7.0,7.39,Não indicado,Não,0.0,2022,0
RA-702,10.0,9.3,10.0,7.5,5.0,5.63,7.83,7.39,,,,2023,1
RA-702,9.0,9.25,9.75,7.81,5.0,2.51,7.16,7.39,,,,2024,0
RA-703,7.5,5.1,7.4,,5.0,5.0,6.83,6.1,Não indicado,Não,-2.0,2022,1
RA-703,9.5,4.6,8.4,6.88,5.0,3.14,6.16,6.1,,,,2023,0
RA-704,9.0,7.2,8.6,,5.0,5.0,6.58,6.74,Não atendido,Não,-2.0,2022,1
RA-704,10.0,6.1,9.9,5.63,5.0,3.14,6.27,6.74,,,,2023,0
RA-704,7.5,6.5,8.65,6.46,5.0,5.64,6.62,6.74,,,,2024,0
RA-705,9.5,7.1,6.2,,5.0,7.5,6.33,6.63,Não atendido,Não,-2.0,2022,0
RA-705,0.0,8.8,8.3,7.5,5.0,6.89,8.17,6.63,,,,2023,1
RA-705,9.0,3.5,6.43,5.63,5.0,5.01,4.23,6.63,,,,2024,0
RA-706,9.5,9.1,6.7,,5.0,7.5,8.42,7.66,Não atendido,Sim,-2.0,2022,1
RA-706,9.0,7.3,7.8,6.88,5.0,4.39,8.08,7.66,,,,2023,1
RA-706,0.0,3.25,7.14,7.66,10.0,6.26,7.0,7.66,,,,2024,0
RA-707,10.0,8.5,8.1,,5.0,6.9,8.08,7.68,Não atendido,Não,-2.0,2022,1
RA-707,0.0,6.5,9.8,7.92,5.0,3.77,7.95,7.68,,,,2023,0
RA-707,7.92,6.5,7.72,6.41,5.0,4.38,6.42,7.68,,,,2024,0
RA-708,8.0,7.3,8.4,,5.0,7.5,7.58,7.28,Não atendido,Não,-1.0,2022,0
RA-708,0.0,9.2,9.8,8.13,5.0,7.52,8.28,7.28,,,,2023,0
RA-709,9.5,2.3,3.5,,5.0,7.5,7.08,5.31,Não atendido,Não,-2.0,2022,0
RA-709,10.0,4.9,7.9,5.63,5.0,7.52,6.59,5.31,,,,2023,0
RA-709,7.42,6.0,7.99,6.88,5.0,7.51,6.77,5.31,,,,2024,0
RA-71,7.9,1.2,2.0,,5.0,7.5,5.83,4.33,Não atendido,Não,-2.0,2022,0
RA-71,6.7,6.6,9.8,7.5,5.0,6.26,7.71,4.33,,,,2023,0
RA-710,9.5,6.9,8.9,,5.0,5.0,8.0,7.29,Não atendido,Não,-2.0,2022,1
RA-710,9.5,6.5,9.0,7.08,5.0,3.77,7.11,7.29,,,,2023,0
RA-710,9.17,6.75,8.17,7.66,5.0,5.63,6.54,7.28,,,,2024,0
RA-711,9.0,3.5,7.9,,5.0,6.3,6.0,6.04,Não atendido,Não,-1.0,2022,0
RA-712,8.0,8.0,5.1,,5.0,5.0,5.83,6.03,Não indicado,Não,-2.0,2022,1
RA-712,9.5,6.7,5.6,7.5,5.0,3.14,6.84,6.03,,,,2023,0
RA-712,7.5,6.75,5.98,6.56,5.0,5.63,6.04,6.03,,,,2024,0
RA-713,10.0,7.8,8.7,,5.0,7.5,7.25,7.42,Não atendido,Não,-1.0,2022,1
RA-713,8.0,7.5,9.6,6.88,5.0,3.77,8.17,7.42,,,,2023,1
RA-713,8.0,6.75,7.53,7.03,10.0,7.51,6.79,7.42,,,,2024,0
RA-714,9.0,8.0,6.9,,5.0,5.6,7.25,6.95,Não indicado,Não,-2.0,2022,1
RA-714,0.0,7.4,8.0,7.5,5.0,3.14,7.22,6.95,,,,2023,1
RA-714,0.0,4.0,6.87,7.66,5.0,6.26,7.0,6.95,,,,2024,0
RA-715,8.5,4.9,8.7,,5.0,4.4,7.92,6.66,Não indicado,Não,-1.0,2022,0
RA-715,0.0,5.4,9.5,5.63,5.0,3.14,7.68,6.66,,,,2023,1
RA-715,9.0,2.75,5.25,5.0,10.0,3.76,4.67,6.66,,,,2024,0
RA-716,8.9,6.7,8.1,,5.0,7.5,5.42,6.53,Não atendido,Não,-1.0,2022,1
RA-716,9.0,5.6,8.7,6.88,5.0,3.77,7.44,6.53,,,,2023,0
RA-716,9.0,5.75,5.53,6.72,5.0,7.51,5.79,6.52,,,,2024,0
RA-717,9.0,5.4,7.3,,5.0,7.5,7.92,6.83,Não atendido,Não,-2.0,2022,0
RA-717,0.0,5.9,8.5,8.13,5.0,7.52,8.45,6.83,,,,2023,0
RA-718,8.0,9.2,8.9,,10.0,6.3,7.42,8.09,Sem limitações,Não,0.0,2022,1
RA-718,9.5,7.8,9.1,7.92,10.0,3.77,8.39,8.09,,,,2023,0
RA-718,10.0,9.5,9.51,7.5,10.0,5.64,7.95,8.09,,,,2024,0
RA-719,9.0,4.2,4.6,,5.0,7.5,6.08,5.55,Não atendido,Não,-2.0,2022,0
RA-719,9.5,5.9,5.3,5.63,5.0,7.52,7.1,5.55,,,,2023,0
RA-719,10.0,6.5,7.35,7.5,5.0,7.51,6.74,5.55,,,,2024,0
RA-72,8.3,7.8,7.5,,5.0,7.5,8.67,7.64,Não atendido,Sim,-2.0,2022,0
RA-720,8.0,7.6,5.9,,5.0,7.5,7.08,6.73,Não atendido,Não,-1.0,2022,0
RA-721,9.5,7.6,8.1,,10.0,7.5,7.92,7.97,Não atendido,Não,0.0,2022,0
RA-721,8.5,8.4,9.5,8.13,10.0,7.52,8.44,7.97,,,,2023,1
RA-721,9.0,8.25,9.54,8.75,10.0,8.14,8.76,7.97,,,,2024,0
RA-722,10.0,8.1,8.1,,5.0,4.4,8.33,7.41,Sem limitações,Não,-1.0,2022,1
RA-722,8.5,6.4,9.6,8.13,5.0,2.52,8.67,7.41,,,,2023,0
RA-723,10.0,5.5,6.6,,10.0,8.1,8.17,7.43,Não atendido,Não,0.0,2022,0
RA-724,9.5,5.6,5.9,,10.0,5.6,8.0,6.93,Sem limitações,Não,0.0,2022,0
RA-725,8.0,5.0,5.9,,10.0,8.1,5.5,6.33,Não atendido,Não,0.0,2022,0
RA-725,9.5,8.4,9.0,8.13,5.0,7.52,8.11,6.33,,,,2023,1
RA-725,7.5,7.25,7.67,7.5,5.0,7.51,6.77,6.33,,,,2024,0
RA-726,10.0,4.4,7.5,,10.0,7.5,6.58,6.99,Não atendido,Não,0.0,2022,0
RA-726,10.0,6.0,6.1,5.63,10.0,7.52,8.17,6.99,,,,2023,0
RA-727,9.0,8.4,7.7,,10.0,8.1,6.75,7.74,Não atendido,Não,0.0,2022,1
RA-727,9.5,8.0,8.8,7.5,5.0,2.52,9.34,7.74,,,,2023,0
RA-727,10.0,8.5,8.48,8.13,10.0,6.26,8.06,7.74,,,,2024,0
RA-728,9.5,9.1,7.3,,10.0,8.1,8.17,8.24,Não atendido,Não,0.0,2022,0
RA-729,10.0,8.1,8.7,,10.0,8.1,7.25,8.16,Não atendido,Não,0.0,2022,0
RA-729,8.0,8.6,9.1,6.56,5.0,3.77,7.01,8.16,,,,2023,1
RA-729,8.0,6.0,8.42,7.5,5.0,2.51,7.5,8.15,,,,2024,0
RA-73,7.1,3.3,3.0,,5.0,7.5,7.28,5.27,Não atendido,Não,-2.0,2022,0
RA-730,10.0,8.3,8.2,,5.0,8.8,8.25,7.9,Não atendido,Não,-2.0,2022,1
RA-730,10.0,7.8,8.7,9.53,5.0,5.02,8.67,7.9,,,,2023,0
RA-730,8.0,9.5,7.15,9.17,10.0,6.89,8.67,7.9,,,,2024,0
RA-731,9.0,7.3,8.5,,5.0,6.9,7.08,7.15,Requer avaliação,Não,-2.0,2022,1
RA-731,8.5,6.8,7.6,7.5,5.0,3.14,7.45,7.15,,,,2023,1
RA-731,9.5,2.5,4.19,5.78,5.0,4.38,4.84,7.15,,,,2024,0
RA-732,9.0,7.2,7.9,,5.0,8.8,7.5,7.35,Não atendido,Não,-1.0,2022,0
RA-733,9.5,5.1,8.5,,5.0,5.6,6.92,6.68,Sem limitações,Não,-1.0,2022,0
RA-733,10.0,6.2,8.7,8.33,10.0,7.52,8.89,6.68,,,,2023,0
RA-733,10.0,9.25,10.0,8.91,5.0,7.51,9.09,6.68,,,,2024,0
RA-734,9.5,7.3,7.2,,5.0,5.6,7.42,6.95,Sem limitações,Não,-2.0,2022,1
RA-734,8.5,6.9,8.0,7.34,5.0,7.52,7.45,6.95,,,,2023,0
RA-735,9.0,7.3,9.0,,5.0,5.6,8.58,7.49,Sem limitações,Sim,-2.0,2022,0
RA-735,0.0,8.1,9.0,8.33,5.0,7.52,8.39,7.49,,,,2023,1
RA-735,8.0,8.0,9.78,7.66,5.0,6.26,7.71,7.48,,,,2024,0
RA-736,9.0,5.4,8.5,,5.0,5.6,7.0,6.71,Sem limitações,Não,-2.0,2022,0
RA-736,8.5,6.7,9.5,7.71,5.0,6.27,8.11,6.71,,,,2023,0
